playerID,AVG,EAR,FPCT,Salaries
abadfe01,12,3.72140762463,94,379100
accarje01,14,4.29976580796,97,404880
alberma01,5,4.20144752714,95,705000
alvarhe01,23,3.80461811723,94,1129050
anderbr04,9,3.72367770638,97,3901428
anderch01,7,4.1797752809,94,262500
arrieja01,15,3.70033528919,93,860800
augenbr01,25,8.33823529412,85,164000
avilalu01,25,2.95952782462,96,262916
axelrdy01,12,5.27405247813,97,243000
badenbu01,9,3.74170461939,94,986500
baekch01,16,4.82717520858,95,161200
baileho02,15,4.18811881188,95,4355666
bakersc02,9,4.26048841578,97,2821785
balesco01,14,5.47176079734,80,235000
bannibr01,27,5.08441558442,98,766000
bassan01,10,4.39760479042,97,321300
bauertr01,7,4.49586016559,93,1311666
bautide01,25,5.88358208955,100,98833
beachbr01,11,3.36275695284,100,792875
beckejo02,14,3.87908337396,94,8901201
beeleda01,28,6.05172413793,100,258000
belisma01,8,4.34010152284,95,1862450
benneje01,11,4.29635036496,90,129166
bergebr02,22,4.60613207547,96,169500
bergmja01,6,5.03507271172,92,215250
bettich01,4,5.22423146474,97,250000
billich01,13,3.71927412703,94,3862437
blackni01,8,4.84812703583,97,1616000
blacktr01,20,5.23183391003,97,183000
blantjo01,10,4.43610547667,95,4272055
blazemi01,25,3.20547945205,93,258500
boggsmi01,3,4.12105263158,94,453500
bondeje01,3,4.91307879773,91,4916250
brazede01,16,6.37638376384,91,562000
buchada01,14,5.00693240901,88,262500
buchhcl01,18,3.85089141005,94,4120571
buchhta01,8,4.28295819936,96,437200
bucknbi02,22,6.02479338843,95,153000
bullibr01,33,5.62040816327,84,77000
bumgama01,18,3.03586678053,93,2235333
burnese01,6,3.5259391771,98,1221583
burrebr01,13,5.75162790698,96,145000
buterdr01,18,6.75,99,393300
butleed01,3,6.04195804196,87,259500
cahiltr01,10,4.12765302984,96,4085714
cainma01,12,3.47115384615,95,9141133
cappsma01,20,3.52084912813,95,2426928
carmofa01,5,4.58226284585,98,2944725
carpeda01,20,3.66246056782,93,522500
carpmi01,25,9.0,99,549100
carraca01,12,4.07913669065,94,597300
carvama01,25,5.21052631579,93,66000
cashnan01,15,3.58889512058,97,1322880
chacigu01,12,4.23243243243,94,102933
chacijh01,18,3.76145038168,94,1600250
chafian01,20,2.93258426966,94,257500
chatwty01,27,4.34210526316,94,241000
chaveje01,9,4.55300681959,96,685500
chicoma01,15,4.95,100,156666
cingrto01,19,3.83844911147,94,269000
clippty01,20,2.88256227758,96,3194833
cobbal01,9,3.21256684492,94,259550
colege01,17,3.0690647482,97,271750
collmjo01,12,3.48979591837,100,578750
corbipa01,11,3.7543713572,96,259000
cormila01,10,5.06970128023,96,515000
correke01,12,4.62389174055,95,2728125
cosarja01,13,3.54193548387,100,270000
cuetojo01,10,3.29500117343,93,4431625
cumptbr01,7,4.02317880795,100,257000
daiglca01,11,7.15813953488,100,50000
danksjo01,8,4.33288318704,96,6250000
darviyu01,18,3.26772616137,100,8083333
davieky01,13,5.57291215924,93,1408375
davisja02,5,4.82212581345,89,159900
daviswa01,25,3.63272727273,95,2573166
dedunsa01,16,4.38069989396,93,236446
defraju01,25,4.0824742268,81,257000
degroja01,20,2.60764587525,100,306875
delarjo01,12,4.55150884495,94,4771375
delarru01,11,4.51239669421,95,249250
delgara01,18,4.09229466554,97,252750
desclan01,14,4.38284839204,95,257500
despaod01,3,4.74324324324,95,267300
detwiro01,6,4.19962216625,98,1684500
diamosc01,14,4.43440233236,96,280000
doubrfe01,9,4.88838416613,93,223166
dukeza01,17,4.40542035398,97,1660555
dumatph01,3,6.19867549669,100,146000
dunnmi01,20,3.55723542117,88,777300
durbijd01,26,6.19266055046,100,130000
elbersc01,16,3.53793103448,100,281750
enrigba01,22,5.56950672646,100,168000
eovalna01,8,4.10200759631,97,1189666
erlinro01,7,4.6015037594,94,254500
estrama01,15,3.95152354571,98,2166500
evelada01,4,5.27244094488,98,158166
feldmsc01,16,4.42487479132,95,4469653
fernajo02,19,2.39792387543,97,393000
fiersmi01,8,3.60891089109,88,255250
fifest01,11,3.65934065934,100,242500
fistedo01,15,3.42370279398,95,3741750
floydga01,6,4.37817883511,95,3154600
foltymi01,7,5.63924050633,90,258750
foppeje01,8,5.00272479564,94,62000
fordma01,14,4.32824427481,87,50000
francje01,11,4.97056545314,99,1925375
francje02,26,9.0,98,2705222
friedch01,9,5.80876494024,85,262500
gabbaka01,25,4.52760736196,97,146390
gallayo01,19,3.65822212169,97,5221000
garcija01,25,3.1509054326,93,2319523
garcija02,14,3.30510814542,96,3676714
garcile02,18,9.0,96,247750
garzama01,8,3.99308498773,90,6610987
gaudich01,3,4.44440015943,92,525357
geedi01,10,4.02747791953,96,2238593
germaju01,14,5.4,100,160050
gibsoky01,22,4.42588235294,99,270000
gomezje01,15,4.16037735849,97,324300
gonzaed01,16,5.91847826087,95,149250
gonzaen01,28,5.80709534368,96,162500
gonzagi01,8,3.6151818661,96,4754166
gorzeto01,9,4.3433005299,92,1425625
grayso01,12,2.87780040733,97,257500
greinza01,21,3.34707192871,98,9977545
guzmaan01,9,4.8152866242,97,257875
haegech01,9,6.39759036145,100,161000
hahnje01,8,3.22941176471,97,257500
haleda02,6,4.38113207547,100,252500
halljo03,16,6.56756756757,100,50000
halsebr01,8,4.84051222352,91,81750
hamelco01,17,3.31186889588,96,11183333
hammeja01,13,4.49214267897,96,4292328
handbr01,7,4.707852194,98,260000
hanrajo01,23,3.84761120264,91,2052166
hansoto01,5,3.80084745763,89,1037875
happja01,8,4.13265306122,97,2507000
harderi01,14,3.76157989228,94,3119500
harenda01,20,3.75299628048,97,7152136
harrelu01,15,4.8398340249,97,241350
hartke01,13,5.26462395543,97,154750
harvema01,12,2.52927400468,97,306437
hefneje01,3,4.65378900446,100,250625
hellije01,21,3.93893129771,96,1171475
hendrky01,7,3.49167733675,100,260000
hennebr01,22,4.69131238447,98,750000
hernaca03,15,4.53515625,100,10000
hernada01,25,4.14883346742,93,690000
hernafe02,10,3.11492559305,96,10947114
hillri01,12,4.536,89,353000
hillsh01,6,4.68595041322,93,177333
hirshja01,6,5.32394366197,94,138500
hochelu01,6,5.02466367713,96,2868000
howeljp01,18,3.74193548387,99,1741387
hudsoda01,22,3.76605166052,94,324333
huffda01,12,5.07989690722,98,213500
humbeph01,9,5.31266846361,96,415000
hutchdr01,33,4.91532599492,98,261650
iglesra01,6,4.15384615385,92,1464286
jacksed01,16,4.58138589718,92,6895857
jacksza01,11,5.81012658228,88,153800
jamesch03,8,4.52760736196,97,134000
janseke01,33,2.27647058824,90,2378800
jimenub01,11,4.01451104101,94,4580250
johnsjo09,12,3.3997995992,97,4937375
jordata01,17,4.48409893993,100,254300
jurrjja01,11,3.7180712424,96,1764000
karnsna01,14,4.0,95,258800
karstje01,8,4.43669105234,94,826859
kazmisc01,11,3.95729613734,88,5405222
kellyjo05,17,3.82093862816,92,289666
kendrky01,13,4.6299765808,95,3269285
kenneia01,12,3.98002159827,97,2886396
kershcl01,15,2.43016759777,98,7952142
keuchda01,10,3.58122205663,97,266600
klubeco01,7,3.38671294001,99,607000
koehlto01,8,4.1046728972,94,285000
kuoho01,18,3.7251995439,89,619250
laffeaa01,22,4.44234659474,97,194500
lannajo01,10,4.17633410673,97,1276400
latosma01,13,3.51294851794,98,3469750
leakemi01,21,3.87849892341,96,3688500
leblawa01,25,4.47313432836,97,241500
lecursa01,9,3.50831600832,100,642300
lestejo01,4,3.55302609661,93,6811722
linceti01,11,3.61387142567,96,12194375
lincobr01,23,4.73613193403,100,213400
liriafr01,12,3.97333333333,96,3220407
livinbo01,28,6.3097826087,100,142500
lockeje01,9,4.16054158607,99,263833
loeka01,16,4.4920913884,89,792907
loewead01,18,5.54727272727,92,641500
lowryno01,17,4.03180592992,95,1614500
luebkco01,14,3.24955752212,94,206700
lylesjo01,13,5.09710494572,95,1238500
lynnla01,8,3.36647009267,96,1882500
madsory01,12,3.45288461538,98,1979769
maholpa01,10,4.30242021846,95,2767277
mainejo01,9,4.44688026981,96,1435250
malonma02,21,5.73626373626,100,198750
manesse01,23,3.15072933549,96,269500
marcush01,13,3.93203883495,99,2281257
marmoca01,19,3.5719237435,92,3232857
marshse01,15,3.86132177681,97,2061000
martica04,15,3.51121076233,96,262500
marticr01,13,4.01941747573,97,303333
martijo07,18,5.82035928144,100,150000
martish01,16,5.35344827586,100,150000
masteju01,21,4.3089092423,95,4047985
mathejo02,21,7.71428571429,98,195000
mathije01,19,9.0,99,882444
mathisc01,14,6.75,88,135000
matsuda01,18,4.45255166596,97,7392856
matusbr01,12,4.76266837716,98,1633333
matzety01,21,4.05966587112,93,259500
mazzavi01,17,4.66492146597,94,700000
mcallza01,16,4.1634541249,82,257100
mccarbr01,6,4.13401382944,96,2850978
mccleky01,13,3.78743545611,98,770200
mccluse01,18,5.45855925639,92,363000
mccutda01,6,4.80628272251,93,151500
mcdonja03,11,4.19843851659,95,842812
mcgowdu01,11,4.68094924192,91,502937
mchugco01,10,4.0377978636,96,266300
medlekr01,14,3.05779334501,97,935400
mejiaje01,2,3.68181818182,96,949866
mendolu01,25,5.38997214485,96,204533
messera01,16,4.87364620939,90,103500
mileywa01,14,3.9467360833,96,1042750
millean01,5,4.59470835839,87,2590031
millesh01,11,3.2224797219,92,265333
milonto01,16,3.96930533118,96,815000
minerza01,23,4.24719101124,96,349166
minormi01,12,4.09550561798,100,1362500
mitrese01,13,5.20601173021,94,410833
mockga01,6,5.17444717445,87,161000
monasca01,7,4.38113207547,93,150000
moralfr01,17,4.51851851852,92,690375
morribr01,16,2.78209459459,95,271500
mortoch02,7,4.54282451466,94,2280500
moscogu01,13,4.28443113772,90,254250
moseldu01,13,4.67162790698,98,579600
mujiced01,18,3.85243902439,94,2029257
myersbr01,13,4.24736842105,97,5227954
narvech01,21,4.63700234192,94,297000
nelsoji02,11,4.20779220779,95,261500
neugeni01,9,4.98913043478,100,3500
nicasju01,11,4.87556904401,96,1074000
niemaje01,7,4.08389467238,98,1243750
niesejo01,15,3.90889235569,95,2487258
nievefe01,17,4.60502692998,100,120500
nippedu01,11,5.30597014925,92,213065
noesihe01,25,5.30438448567,94,969000
nolasri01,13,4.53876739563,95,5529700
norribu01,14,4.44234659474,93,2824916
novaiv01,7,4.33139841689,96,958925
nunovi01,8,4.12315270936,97,254500
oconnmi01,6,5.2955801105,93,130000
ohlenro01,7,4.83685220729,89,567231
olsensc01,15,4.85477178423,95,758750
olsonga01,16,6.25724217845,84,180000
osorifr01,13,5.47921760391,94,110750
osullse01,12,5.95369349504,96,170500
ottavad01,8,3.88235294118,97,514333
outmajo01,4,4.42891859052,93,385500
owingmi01,28,4.86335403727,94,190500
parkeja02,12,3.6796875,89,245000
parnebo01,11,3.77565392354,96,1489583
parrama01,18,4.90127388535,92,1019750
pattotr01,25,3.24852071006,95,490875
paulife01,14,5.2171758877,93,799000
peavyja01,16,3.53490774908,96,8504790
pelfrmi01,10,4.51697198276,96,3155357
penato03,14,4.4328358209,94,454125
peralwi01,8,4.01796023092,96,260166
perezol01,15,4.44435857805,94,3521090
petityu01,4,4.58526315789,95,687625
pettijo02,9,4.44512195122,96,250000
phelpda01,10,4.28849270665,94,567950
pinedmi01,14,3.63970588235,94,764158
pomerdr01,20,4.07314285714,95,267500
porceri01,17,4.38677730193,92,4714428
priceda01,5,3.0901734104,95,8391882
priorma01,20,3.50684931507,92,2310000
ramirel01,15,6.39916839917,96,140000
ramirra02,33,3.41641104294,90,863166
reyesan01,8,5.12386363636,100,156050
reyesjo03,14,6.0447761194,97,174550
reynogr01,16,7.00540540541,100,153000
richacl01,11,4.30322844299,91,1598500
roarkta01,16,3.12110091743,95,267850
rodrian01,10,5.12408759124,86,164000
roenijo01,7,4.16641452345,93,243000
rogeres01,20,5.59030837004,95,606333
romerri01,9,4.15557404326,95,2661660
rosalad01,22,9.0,98,387000
rosenbj01,33,5.71764705882,100,250000
rossty01,20,3.57114228457,94,1782625
rusinch01,17,5.16782246879,98,253500
russeja02,6,3.89606458123,98,588000
ryuhy01,18,3.16569767442,98,3583166
sabatcc01,21,3.68893598037,95,13581632
salech01,7,2.91396226415,97,2005000
samarje01,12,4.0931092437,94,4026000
sanchan01,8,3.70389805097,94,5919000
sanchjo01,11,4.70411191183,92,1908000
santaer01,12,4.15941058272,96,6829500
santihe01,15,3.54818523154,96,701250
saundjo01,13,4.37241710716,98,2961428
scherma01,18,3.45776566757,95,6420285
schumsk01,27,4.5,97,1128700
shielja02,16,3.74029662354,93,5543877
simonal01,10,4.17124243834,97,1515400
skaggty01,10,4.72375690608,97,252250
sloweke01,7,4.62235649547,97,711000
smithgr02,33,4.51308139535,100,156000
snellia01,9,4.80423060971,99,1514600
sonnaan01,29,5.26341764343,95,288825
sowerje01,25,5.175,95,134800
stammcr01,20,3.90692934783,92,827400
staufti01,15,3.97369893677,99,1230216
strasst01,14,3.09399141631,94,4655000
sucreje01,17,13.5,99,259300
surkaer01,11,6.47368421053,87,235250
teherju01,13,3.43894736842,99,513333
tejedro01,8,4.4185520362,90,581612
thompbr01,17,4.46299342105,98,199500
thompmi03,14,5.26625386997,90,132000
thornty01,4,3.18340611354,100,257750
torreca01,11,4.25892857143,95,322000
treinbl01,7,3.27042253521,89,262800
tsaoch01,21,5.75874125874,91,74500
turneja01,9,4.97209821429,93,1900000
vanbejo01,9,9.2,100,71500
vanderi01,2,6.07622504537,83,145750
vargaja01,26,4.19619729953,96,3383357
ventuyo01,10,3.60829493088,94,475250
verlaju01,6,3.51673508052,92,11221500
villaca01,9,4.17555875991,98,1737444
villaos01,6,3.85714285714,96,377500
volqued01,8,4.29364440869,95,2670625
volstch01,13,4.9230042513,97,730000
wachami01,11,3.21246458924,95,265000
wadats01,3,3.36393442623,100,3750000
waechdo01,12,5.33911535126,86,247950
wagnery01,25,4.79032258065,90,139375
wainwad01,19,2.98152473986,98,7323700
walketa01,11,4.16317365269,91,263100
wangch01,5,4.37315944468,98,2184667
watsoto01,16,2.45711297071,95,564500
weaveje02,11,3.40119112074,94,8340555
webbry01,20,3.35106382979,95,654750
wellsra01,17,4.0831758034,92,201000
wheelza01,10,3.5011682243,95,262375
wielajo01,16,5.85314685315,87,295800
willido03,24,4.16971350614,92,4845803
willije02,10,4.56964109318,94,218800
wilsocj01,13,3.73759030529,94,6658950
wilsojo03,22,9.0,95,123500
woodal02,10,3.3006833713,94,263125
woodtr01,18,4.07628128725,95,2384000
worleva01,13,3.78636959371,97,906666
worthda01,22,4.5,98,232000
wrighwe01,6,4.16286644951,97,662833
zambrca01,23,3.66156202144,94,11245000
zimmejo02,16,3.31535648995,95,6163000
